subscription_id,user_id,plan_id,start_date,end_date,status,mrr,cancellation_reason
1086,690,1,2025-12-23,2026-01-19,upgraded,0,
1087,690,6,2026-01-19,,active,199,
1088,691,1,2024-06-02,,active,0,
1089,692,2,2024-06-12,2025-09-30,canceled,15,Missing features
1090,693,4,2024-02-26,,active,49,
1091,694,1,2026-05-09,2026-06-30,upgraded,0,
1092,695,4,2025-05-23,,active,49,
1093,696,1,2024-08-11,2024-10-11,upgraded,0,
1094,696,6,2024-10-11,2024-12-05,downgraded,199,
1095,696,7,2024-12-05,2025-02-07,downgraded,165.83,
1096,696,4,2025-02-07,,active,49,
1097,697,1,2025-12-17,2026-04-25,canceled,0,Missing features
1098,698,1,2026-04-21,2026-06-30,upgraded,0,
1099,699,1,2025-07-19,2026-01-12,canceled,0,No longer needed
1100,700,2,2024-01-09,,active,15,
1101,701,2,2025-03-25,2025-06-01,upgraded,15,
1102,701,3,2025-06-01,2025-08-23,upgraded,12.5,
1103,701,7,2025-08-23,2025-09-21,downgraded,165.83,
1104,701,1,2025-09-21,,active,0,
1105,702,4,2026-01-04,2026-04-25,upgraded,49,
1106,702,3,2026-04-25,,active,12.5,
1107,703,1,2025-04-09,2025-05-23,upgraded,0,
1108,703,6,2025-05-23,,active,199,
1109,704,2,2024-11-17,2024-12-29,upgraded,15,
1110,704,3,2024-12-29,,active,12.5,
1111,705,4,2026-03-22,,active,49,
1112,706,1,2024-03-27,2024-07-04,upgraded,0,
1113,706,4,2024-07-04,2024-07-19,upgraded,49,
1114,706,2,2024-07-19,,active,15,
1115,707,1,2025-10-03,,active,0,
1116,708,4,2024-09-23,2025-01-05,upgraded,49,
1117,708,6,2025-01-05,2025-04-19,downgraded,199,
1118,708,1,2025-04-19,2025-06-17,upgraded,0,
1119,708,7,2025-06-17,,active,165.83,
1120,709,1,2024-08-17,2024-10-18,upgraded,0,
1121,709,2,2024-10-18,2025-01-07,upgraded,15,
1122,709,3,2025-01-07,,active,12.5,
1123,710,1,2025-09-06,,active,0,
1124,711,1,2025-09-24,,active,0,
1125,712,2,2025-12-04,2026-01-06,upgraded,15,
1126,712,6,2026-01-06,2026-02-14,downgraded,199,
1127,712,3,2026-02-14,2026-06-02,upgraded,12.5,
1128,712,7,2026-06-02,,active,165.83,
1129,713,4,2025-04-27,2025-06-15,upgraded,49,
1130,713,2,2025-06-15,,active,15,
1131,714,1,2025-09-26,,active,0,
1132,715,1,2025-05-19,,active,0,
1133,716,2,2025-05-26,2025-09-18,upgraded,15,
1134,716,7,2025-09-18,2025-12-08,downgraded,165.83,
1135,716,3,2025-12-08,2026-01-14,canceled,12.5,Missing features
1136,717,4,2024-11-16,2024-12-04,upgraded,49,
1137,717,6,2024-12-04,2024-12-25,downgraded,199,
1138,717,7,2024-12-25,,active,165.83,
1139,718,1,2024-02-25,2025-04-17,canceled,0,Switched to competitor
1140,719,3,2025-12-27,2026-02-06,upgraded,12.5,
1141,719,2,2026-02-06,2026-05-28,upgraded,15,
1142,719,3,2026-05-28,,active,12.5,
1143,720,2,2026-05-04,,active,15,
1144,721,1,2025-03-02,2025-06-13,upgraded,0,
1145,721,5,2025-06-13,2025-08-18,upgraded,40.83,
1146,721,3,2025-08-18,2025-12-05,upgraded,12.5,
1147,721,5,2025-12-05,,active,40.83,
1148,722,1,2024-04-18,2024-07-23,upgraded,0,
1149,722,6,2024-07-23,2024-10-23,downgraded,199,
1150,722,7,2024-10-23,,active,165.83,
1151,723,4,2024-02-14,2024-03-03,upgraded,49,
1152,723,5,2024-03-03,,active,40.83,
1153,724,1,2026-03-31,2026-04-21,upgraded,0,
1154,724,2,2026-04-21,2026-05-27,canceled,15,Poor support experience
1155,725,1,2024-09-02,2024-11-28,upgraded,0,
1156,725,7,2024-11-28,2025-01-29,downgraded,165.83,
1157,725,1,2025-01-29,,active,0,
1158,726,4,2024-11-01,2025-10-26,canceled,49,Switched to competitor
1159,727,1,2025-06-08,,active,0,
1160,728,1,2024-07-09,2024-10-22,upgraded,0,
1161,728,5,2024-10-22,,active,40.83,
1162,729,1,2025-10-06,2026-01-22,upgraded,0,
1163,729,5,2026-01-22,2026-04-28,upgraded,40.83,
1164,729,6,2026-04-28,2026-06-30,downgraded,199,
1165,730,1,2025-06-19,2025-11-30,canceled,0,Too expensive
1166,731,1,2025-11-07,,active,0,
1167,732,4,2024-02-16,,active,49,
1168,733,3,2026-06-11,,active,12.5,
1169,734,1,2024-01-06,2024-12-08,canceled,0,No longer needed
1170,735,1,2025-09-25,2025-10-21,canceled,0,Too expensive
1171,736,4,2024-01-15,,active,49,
1172,737,1,2026-05-12,,active,0,
1173,738,1,2026-01-26,2026-02-24,canceled,0,Missing features
1174,739,4,2024-12-07,2025-03-16,upgraded,49,
1175,739,1,2025-03-16,,active,0,
1176,740,1,2024-02-07,2024-05-22,upgraded,0,
1177,740,3,2024-05-22,,active,12.5,
1178,741,1,2024-01-20,,active,0,
1179,742,1,2025-04-04,2025-06-24,upgraded,0,
1180,742,7,2025-06-24,2025-07-23,downgraded,165.83,
1181,742,1,2025-07-23,2025-10-19,upgraded,0,
1182,742,4,2025-10-19,,active,49,
1183,743,1,2025-09-08,2025-12-23,upgraded,0,
1184,743,5,2025-12-23,,active,40.83,
1185,744,1,2026-03-29,,active,0,
1186,745,2,2025-09-12,2025-11-08,upgraded,15,
1187,745,7,2025-11-08,2026-01-30,downgraded,165.83,
1188,745,2,2026-01-30,2026-05-21,canceled,15,Budget cuts
1189,746,1,2025-11-24,2026-02-01,upgraded,0,
1190,746,3,2026-02-01,,active,12.5,
1191,747,1,2024-09-21,,active,0,
1192,748,4,2025-03-24,2025-06-22,upgraded,49,
1193,748,6,2025-06-22,,active,199,
1194,749,1,2025-06-03,,active,0,
1195,750,1,2026-01-20,2026-05-04,upgraded,0,
1196,750,4,2026-05-04,2026-06-30,upgraded,49,
1197,751,1,2026-05-04,2026-06-30,upgraded,0,
1198,752,3,2026-02-10,2026-04-20,upgraded,12.5,
1199,752,5,2026-04-20,2026-06-30,upgraded,40.83,
1200,753,4,2024-01-31,,active,49,
1201,754,1,2024-03-03,,active,0,
1202,755,1,2026-06-26,2026-06-30,upgraded,0,
1203,756,1,2024-05-30,2024-08-08,upgraded,0,
1204,756,5,2024-08-08,,active,40.83,
1205,757,1,2026-03-05,,active,0,
1206,758,3,2024-08-06,2024-09-11,upgraded,12.5,
1207,758,2,2024-09-11,,active,15,
1208,759,1,2026-05-02,2026-06-06,canceled,0,Too expensive
1209,760,3,2024-05-06,2024-06-02,canceled,12.5,Poor support experience
1210,761,4,2026-01-01,2026-02-01,upgraded,49,
1211,761,7,2026-02-01,2026-02-17,downgraded,165.83,
1212,761,4,2026-02-17,,active,49,
1213,762,1,2025-06-16,2025-07-22,upgraded,0,
1214,762,7,2025-07-22,2025-11-15,downgraded,165.83,
1215,762,3,2025-11-15,,active,12.5,
1216,763,2,2024-03-24,2024-04-23,upgraded,15,
1217,763,7,2024-04-23,,active,165.83,
1218,764,1,2025-06-15,,active,0,
1219,765,2,2024-05-27,2024-07-06,upgraded,15,
1220,765,1,2024-07-06,2024-10-06,upgraded,0,
1221,765,2,2024-10-06,,active,15,
1222,766,1,2025-04-29,,active,0,
1223,767,2,2025-08-08,2026-01-23,canceled,15,No longer needed
1224,768,1,2026-03-13,2026-04-03,upgraded,0,
1225,768,4,2026-04-03,,active,49,
1226,769,3,2024-12-23,2025-03-05,upgraded,12.5,
1227,769,7,2025-03-05,2026-02-04,canceled,165.83,Budget cuts
1228,770,4,2026-02-19,2026-05-31,upgraded,49,
1229,770,5,2026-05-31,2026-06-30,upgraded,40.83,
1230,771,1,2025-02-23,,active,0,
1231,772,1,2025-12-25,2026-03-01,upgraded,0,
1232,772,6,2026-03-01,,active,199,
1233,773,1,2025-07-08,2025-10-18,upgraded,0,
1234,773,4,2025-10-18,,active,49,
1235,774,1,2024-01-20,2024-02-06,upgraded,0,
1236,774,2,2024-02-06,,active,15,
1237,775,1,2025-08-26,2025-10-16,upgraded,0,
1238,775,7,2025-10-16,2026-01-25,downgraded,165.83,
1239,775,3,2026-01-25,2026-05-11,upgraded,12.5,
1240,775,4,2026-05-11,,active,49,
1241,776,2,2024-04-11,2024-05-19,upgraded,15,
1242,776,1,2024-05-19,2024-06-14,upgraded,0,
1243,776,5,2024-06-14,2024-10-04,upgraded,40.83,
1244,776,2,2024-10-04,,active,15,
1245,777,2,2025-09-21,,active,15,
1246,778,1,2025-01-19,2025-03-28,upgraded,0,
1247,778,2,2025-03-28,2025-12-25,canceled,15,Budget cuts
1248,779,2,2024-04-27,,active,15,
1249,780,1,2025-07-21,2025-08-10,upgraded,0,
1250,780,2,2025-08-10,,active,15,
1251,781,4,2026-05-16,2026-06-06,canceled,49,Missing features
1252,782,1,2025-04-07,2025-07-22,upgraded,0,
1253,782,3,2025-07-22,2026-04-07,canceled,12.5,Switched to competitor
1254,783,2,2025-09-04,2025-10-15,upgraded,15,
1255,783,3,2025-10-15,2025-12-05,upgraded,12.5,
1256,783,5,2025-12-05,,active,40.83,
1257,784,1,2026-01-26,2026-04-27,upgraded,0,
1258,784,3,2026-04-27,2026-06-17,upgraded,12.5,
1259,784,5,2026-06-17,,active,40.83,
1260,785,1,2025-09-17,2026-06-22,canceled,0,No longer needed
1261,786,4,2024-12-15,2025-09-06,canceled,49,Missing features
1262,787,1,2025-11-19,,active,0,
1263,788,4,2025-11-19,2026-03-18,upgraded,49,
1264,788,5,2026-03-18,,active,40.83,
1265,789,1,2024-07-16,,active,0,
1266,790,1,2026-04-07,,active,0,
1267,791,4,2026-04-20,2026-06-30,upgraded,49,
1268,792,2,2024-06-28,2024-08-22,canceled,15,Budget cuts
1269,793,4,2026-05-18,2026-06-20,upgraded,49,
1270,793,1,2026-06-20,,active,0,
1271,794,1,2025-03-18,,active,0,
1272,795,3,2024-10-11,,active,12.5,
1273,796,2,2025-12-07,2026-02-01,canceled,15,No longer needed
1274,797,4,2026-04-07,,active,49,
1275,798,2,2025-06-16,2025-09-28,upgraded,15,
1276,798,6,2025-09-28,2025-11-12,downgraded,199,
1277,798,2,2025-11-12,,active,15,
1278,799,2,2024-02-04,,active,15,
1279,800,3,2024-04-14,2024-08-10,upgraded,12.5,
1280,800,1,2024-08-10,2024-09-01,upgraded,0,
1281,800,2,2024-09-01,2024-11-13,canceled,15,Poor support experience
1282,801,3,2024-01-11,2024-02-03,upgraded,12.5,
1283,801,5,2024-02-03,,active,40.83,
1284,802,2,2025-08-24,2025-10-17,upgraded,15,
1285,802,7,2025-10-17,2026-01-08,downgraded,165.83,
1286,802,6,2026-01-08,2026-03-28,canceled,199,Switched to competitor
1287,803,2,2024-12-29,,active,15,
1288,804,4,2025-06-09,2025-07-17,upgraded,49,
1289,804,5,2025-07-17,2025-12-01,canceled,40.83,Too expensive
1290,805,4,2025-01-12,2025-04-18,upgraded,49,
1291,805,3,2025-04-18,,active,12.5,
1292,806,1,2024-12-18,2025-02-01,canceled,0,Poor support experience
1293,807,3,2025-12-10,,active,12.5,
1294,808,2,2024-08-12,2026-04-09,canceled,15,Switched to competitor
1295,809,3,2025-02-13,2025-04-01,upgraded,12.5,
1296,809,6,2025-04-01,2025-04-16,downgraded,199,
1297,809,7,2025-04-16,,active,165.83,
1298,810,1,2026-02-22,2026-03-20,upgraded,0,
1299,810,2,2026-03-20,2026-05-18,upgraded,15,
1300,810,6,2026-05-18,2026-06-29,downgraded,199,
1301,810,5,2026-06-29,,active,40.83,
1302,811,1,2024-07-01,2024-09-17,upgraded,0,
1303,811,7,2024-09-17,,active,165.83,
1304,812,2,2024-08-03,2026-03-17,canceled,15,Poor support experience
1305,813,4,2024-05-01,2024-06-02,upgraded,49,
1306,813,6,2024-06-02,,active,199,
1307,814,1,2026-02-20,,active,0,
1308,815,2,2025-08-21,2025-09-18,upgraded,15,
1309,815,4,2025-09-18,,active,49,
1310,816,1,2025-01-18,2025-04-08,upgraded,0,
1311,816,4,2025-04-08,2025-06-12,upgraded,49,
1312,816,7,2025-06-12,2026-03-30,canceled,165.83,Poor support experience
1313,817,3,2025-02-14,,active,12.5,
1314,818,1,2025-03-11,,active,0,
1315,819,1,2024-12-26,,active,0,
1316,820,4,2024-10-06,2024-11-10,upgraded,49,
1317,820,3,2024-11-10,,active,12.5,
1318,821,2,2025-07-13,,active,15,
1319,822,1,2024-09-13,2024-12-02,upgraded,0,
1320,822,2,2024-12-02,2025-03-16,upgraded,15,
1321,822,6,2025-03-16,,active,199,
1322,823,1,2026-02-27,2026-06-26,upgraded,0,
1323,823,3,2026-06-26,2026-06-30,upgraded,12.5,
1324,824,2,2026-06-05,2026-06-30,upgraded,15,
1325,825,4,2024-12-14,,active,49,
1326,826,1,2025-01-18,2025-03-04,upgraded,0,
1327,826,6,2025-03-04,,active,199,
1328,827,1,2025-03-11,,active,0,
1329,828,1,2024-06-06,,active,0,
1330,829,2,2024-03-06,2025-10-09,canceled,15,Missing features
1331,830,4,2025-11-22,,active,49,
1332,831,1,2024-10-25,2025-09-07,canceled,0,Too expensive
1333,832,3,2024-05-12,,active,12.5,
1334,833,1,2024-06-11,,active,0,
1335,834,2,2026-04-24,2026-05-26,upgraded,15,
1336,834,5,2026-05-26,2026-06-30,upgraded,40.83,
1337,835,4,2025-10-23,2026-03-28,canceled,49,No longer needed
1338,836,1,2025-09-24,,active,0,
1339,837,1,2026-06-22,,active,0,
1340,838,1,2025-01-12,,active,0,
1341,839,1,2024-01-28,,active,0,
1342,840,1,2024-09-13,2024-12-08,upgraded,0,
1343,840,7,2024-12-08,2025-02-23,downgraded,165.83,
1344,840,3,2025-02-23,2025-05-08,upgraded,12.5,
1345,840,7,2025-05-08,,active,165.83,
1346,841,2,2024-05-23,2024-08-21,upgraded,15,
1347,841,3,2024-08-21,2025-02-10,canceled,12.5,Switched to competitor
1348,842,2,2024-06-21,,active,15,
1349,843,3,2025-03-28,2026-02-03,canceled,12.5,Too expensive
1350,844,1,2024-02-23,2024-04-22,upgraded,0,
1351,844,2,2024-04-22,2024-12-30,canceled,15,Missing features
1352,845,1,2025-03-07,2026-01-08,canceled,0,Too expensive
1353,846,1,2024-02-15,2024-03-02,upgraded,0,
1354,846,6,2024-03-02,2024-05-19,downgraded,199,
1355,846,4,2024-05-19,2024-10-25,canceled,49,Switched to competitor
1356,847,3,2024-08-25,2024-12-01,upgraded,12.5,
1357,847,6,2024-12-01,2025-01-02,downgraded,199,
1358,847,2,2025-01-02,,active,15,
1359,848,1,2025-11-04,,active,0,
1360,849,2,2026-03-21,2026-05-21,canceled,15,No longer needed
1361,850,4,2024-06-28,2024-10-24,upgraded,49,
1362,850,5,2024-10-24,2025-12-18,canceled,40.83,Budget cuts
1363,851,4,2025-01-26,,active,49,
1364,852,3,2024-08-30,2025-10-13,canceled,12.5,Poor support experience
1365,853,4,2024-08-31,2024-10-31,upgraded,49,
1366,853,5,2024-10-31,2025-12-06,canceled,40.83,Missing features
1367,854,1,2026-03-21,2026-05-10,upgraded,0,
1368,854,4,2026-05-10,,active,49,
1369,855,1,2024-02-25,,active,0,
1370,856,1,2025-03-28,2025-05-07,upgraded,0,
1371,856,5,2025-05-07,2025-06-25,upgraded,40.83,
1372,856,4,2025-06-25,,active,49,
1373,857,2,2024-06-26,2024-10-03,upgraded,15,
1374,857,7,2024-10-03,2024-12-02,downgraded,165.83,
1375,857,4,2024-12-02,,active,49,
1376,858,2,2025-09-12,2025-11-29,upgraded,15,
1377,858,3,2025-11-29,2026-02-02,upgraded,12.5,
1378,858,6,2026-02-02,,active,199,
1379,859,1,2025-01-21,,active,0,
1380,860,1,2026-05-24,,active,0,
1381,861,4,2025-01-19,2025-03-12,upgraded,49,
1382,861,2,2025-03-12,2025-07-03,upgraded,15,
1383,861,7,2025-07-03,,active,165.83,
1384,862,3,2026-01-17,2026-04-26,upgraded,12.5,
1385,862,6,2026-04-26,2026-05-31,canceled,199,Budget cuts
1386,863,1,2024-03-13,2024-05-10,upgraded,0,
1387,863,7,2024-05-10,2024-06-23,canceled,165.83,Budget cuts
1388,864,3,2025-12-27,2026-01-24,canceled,12.5,Poor support experience
1389,865,1,2026-04-12,,active,0,
1390,866,2,2024-09-10,,active,15,
1391,867,1,2025-06-14,2025-10-04,upgraded,0,
1392,867,5,2025-10-04,2025-11-13,upgraded,40.83,
1393,867,4,2025-11-13,,active,49,
1394,868,1,2024-11-11,2025-01-27,upgraded,0,
1395,868,7,2025-01-27,2025-04-27,downgraded,165.83,
1396,868,2,2025-04-27,,active,15,
1397,869,4,2025-12-16,2026-03-28,upgraded,49,
1398,869,1,2026-03-28,,active,0,
1399,870,1,2024-06-23,,active,0,
1400,871,4,2024-07-24,2024-12-26,canceled,49,Budget cuts
1401,872,2,2026-06-08,,active,15,
1402,873,1,2025-11-19,,active,0,
1403,874,1,2026-03-21,,active,0,
1404,875,1,2025-01-14,2025-09-29,canceled,0,Missing features
1405,876,3,2026-06-13,2026-06-30,upgraded,12.5,
1406,877,1,2026-06-08,,active,0,
1407,878,4,2024-01-04,2025-01-19,canceled,49,Poor support experience
1408,879,1,2025-09-13,2025-10-19,upgraded,0,
1409,879,4,2025-10-19,2025-11-26,upgraded,49,
1410,879,7,2025-11-26,2026-03-25,downgraded,165.83,
1411,879,2,2026-03-25,,active,15,
1412,880,3,2024-10-27,2025-11-03,canceled,12.5,Too expensive
1413,881,2,2026-03-26,,active,15,
1414,882,1,2024-09-06,2024-12-16,upgraded,0,
1415,882,4,2024-12-16,2025-03-28,canceled,49,Switched to competitor
1416,883,2,2024-08-13,2026-05-13,canceled,15,Budget cuts
1417,884,1,2026-03-25,2026-06-14,canceled,0,Budget cuts
1418,885,4,2026-05-26,,active,49,
1419,886,1,2025-08-09,2025-11-20,upgraded,0,
1420,886,4,2025-11-20,2026-06-23,canceled,49,No longer needed
1421,887,1,2024-11-23,,active,0,
1422,888,1,2026-05-22,,active,0,
1423,889,1,2026-02-03,2026-03-07,upgraded,0,
1424,889,7,2026-03-07,2026-06-15,downgraded,165.83,
1425,889,2,2026-06-15,2026-06-30,upgraded,15,
1426,890,1,2025-10-08,,active,0,
1427,891,4,2025-12-18,,active,49,
1428,892,4,2024-12-11,,active,49,
1429,893,1,2025-02-07,,active,0,
1430,894,3,2024-05-20,2026-02-02,canceled,12.5,Poor support experience
1431,895,4,2025-11-25,2026-05-18,canceled,49,No longer needed
1432,896,1,2024-07-02,2024-08-16,upgraded,0,
1433,896,7,2024-08-16,,active,165.83,
1434,897,4,2024-09-03,,active,49,
1435,898,1,2024-10-08,,active,0,
1436,899,2,2025-08-09,2025-11-01,upgraded,15,
1437,899,1,2025-11-01,2026-03-01,upgraded,0,
1438,899,2,2026-03-01,,active,15,
1439,900,2,2025-08-08,,active,15,
1440,901,1,2026-03-13,,active,0,
1441,902,1,2024-07-04,,active,0,
1442,903,4,2024-03-30,2025-09-15,canceled,49,Switched to competitor
1443,904,4,2024-11-03,2025-04-27,canceled,49,Too expensive
1444,905,1,2024-12-26,2025-02-10,upgraded,0,
1445,905,4,2025-02-10,,active,49,
1446,906,4,2024-05-17,2026-06-15,canceled,49,Missing features
1447,907,1,2025-10-27,,active,0,
1448,908,3,2025-10-06,,active,12.5,
1449,909,2,2026-04-21,,active,15,
1450,910,1,2024-03-08,2024-12-17,canceled,0,Missing features
1451,911,4,2025-01-21,,active,49,
1452,912,2,2025-06-25,,active,15,
1453,913,1,2024-12-19,2025-01-13,upgraded,0,
1454,913,7,2025-01-13,2025-04-25,downgraded,165.83,
1455,913,4,2025-04-25,2026-03-10,canceled,49,No longer needed
1456,914,1,2024-01-10,2024-02-07,upgraded,0,
1457,914,3,2024-02-07,,active,12.5,
1458,915,2,2025-11-25,,active,15,
1459,916,1,2026-01-05,,active,0,
1460,917,4,2024-03-19,2024-05-30,upgraded,49,
1461,917,2,2024-05-30,2024-07-04,upgraded,15,
1462,917,5,2024-07-04,,active,40.83,
1463,918,1,2025-11-24,2026-03-14,upgraded,0,
1464,918,2,2026-03-14,,active,15,
1465,919,1,2024-01-15,2024-02-19,upgraded,0,
1466,919,2,2024-02-19,,active,15,
1467,920,1,2025-09-13,2026-01-06,upgraded,0,
1468,920,3,2026-01-06,2026-02-17,upgraded,12.5,
1469,920,6,2026-02-17,,active,199,
1470,921,1,2024-12-27,2025-02-25,upgraded,0,
1471,921,2,2025-02-25,,active,15,
1472,922,1,2024-10-24,,active,0,
1473,923,1,2025-04-19,2025-07-22,upgraded,0,
1474,923,7,2025-07-22,2025-11-19,canceled,165.83,Too expensive
1475,924,1,2025-02-15,2025-06-05,canceled,0,Too expensive
1476,925,1,2024-06-08,2024-09-26,upgraded,0,
1477,925,6,2024-09-26,2026-03-06,canceled,199,Poor support experience
1478,926,2,2025-03-25,2025-07-13,upgraded,15,
1479,926,7,2025-07-13,2025-10-17,downgraded,165.83,
1480,926,3,2025-10-17,2026-04-07,canceled,12.5,Switched to competitor
1481,927,1,2024-02-11,,active,0,
1482,928,1,2025-03-07,2025-04-25,upgraded,0,
1483,928,2,2025-04-25,,active,15,
1484,929,3,2024-04-22,,active,12.5,
1485,930,1,2025-09-03,,active,0,
1486,931,1,2024-09-12,2024-10-27,upgraded,0,
1487,931,6,2024-10-27,,active,199,
1488,932,1,2025-09-17,2025-12-13,canceled,0,No longer needed
1489,933,1,2024-01-19,,active,0,
1490,934,1,2025-05-05,,active,0,
1491,935,1,2024-11-23,2025-03-23,canceled,0,Missing features
1492,936,1,2025-03-17,,active,0,
1493,937,1,2025-01-04,,active,0,
1494,938,1,2024-03-30,2024-07-19,upgraded,0,
1495,938,6,2024-07-19,,active,199,
1496,939,2,2024-03-17,2024-04-29,upgraded,15,
1497,939,4,2024-04-29,2025-11-20,canceled,49,Poor support experience
1498,940,2,2025-03-04,2025-06-10,upgraded,15,
1499,940,7,2025-06-10,,active,165.83,
1500,941,1,2025-10-06,2026-05-05,canceled,0,Poor support experience
1501,942,2,2025-12-14,,active,15,
1502,943,1,2024-03-17,2024-08-16,canceled,0,Too expensive
1503,944,1,2024-08-11,2024-12-03,upgraded,0,
1504,944,2,2024-12-03,,active,15,
1505,945,1,2024-10-30,2026-06-16,canceled,0,Switched to competitor
1506,946,4,2024-10-03,,active,49,
1507,947,1,2025-01-12,2025-02-09,upgraded,0,
1508,947,3,2025-02-09,,active,12.5,
1509,948,1,2026-04-23,2026-06-19,canceled,0,Too expensive
1510,949,2,2026-06-09,2026-06-30,upgraded,15,
1511,950,1,2025-04-01,2025-06-08,upgraded,0,
1512,950,5,2025-06-08,2025-07-11,upgraded,40.83,
1513,950,4,2025-07-11,2025-09-08,upgraded,49,
1514,950,3,2025-09-08,,active,12.5,
1515,951,2,2025-08-06,,active,15,
1516,952,1,2024-03-12,,active,0,
1517,953,1,2024-04-12,2024-06-30,upgraded,0,
1518,953,5,2024-06-30,,active,40.83,
1519,954,3,2024-05-26,,active,12.5,
1520,955,1,2024-05-22,2024-09-11,upgraded,0,
1521,955,6,2024-09-11,,active,199,
1522,956,1,2025-10-04,2026-01-25,canceled,0,No longer needed
1523,957,1,2024-01-25,,active,0,
1524,958,4,2024-06-22,2024-08-28,canceled,49,Missing features
1525,959,2,2025-09-11,,active,15,
1526,960,2,2026-06-15,2026-06-30,upgraded,15,
1527,961,1,2026-03-07,2026-05-16,canceled,0,No longer needed
1528,962,1,2026-01-14,,active,0,
1529,963,1,2025-09-08,2025-10-07,upgraded,0,
1530,963,2,2025-10-07,2025-12-19,upgraded,15,
1531,963,4,2025-12-19,2026-01-15,upgraded,49,
1532,963,6,2026-01-15,2026-03-02,canceled,199,Switched to competitor
1533,964,1,2025-05-19,2025-12-28,canceled,0,Poor support experience
1534,965,2,2025-01-05,,active,15,
1535,966,1,2025-04-16,2025-10-13,canceled,0,No longer needed
1536,967,1,2025-12-13,2026-03-13,upgraded,0,
1537,967,5,2026-03-13,,active,40.83,
1538,968,1,2025-05-03,,active,0,
1539,969,4,2026-02-22,2026-04-11,canceled,49,No longer needed
1540,970,2,2024-04-23,2024-06-06,upgraded,15,
1541,970,4,2024-06-06,2024-07-20,upgraded,49,
1542,970,6,2024-07-20,2025-07-27,canceled,199,Poor support experience
1543,971,4,2025-12-29,2026-01-31,upgraded,49,
1544,971,6,2026-01-31,,active,199,
1545,972,4,2026-01-30,,active,49,
1546,973,1,2025-05-03,,active,0,
1547,974,1,2024-04-16,,active,0,
1548,975,1,2024-01-12,2024-04-23,upgraded,0,
1549,975,2,2024-04-23,2025-11-20,canceled,15,No longer needed
1550,976,1,2025-07-31,2025-10-22,canceled,0,Poor support experience
1551,977,1,2025-05-27,2026-06-07,canceled,0,Poor support experience
1552,978,3,2025-05-29,2025-09-04,upgraded,12.5,
1553,978,1,2025-09-04,2026-01-02,upgraded,0,
1554,978,4,2026-01-02,2026-04-13,upgraded,49,
1555,978,3,2026-04-13,,active,12.5,
1556,979,3,2025-11-29,2026-03-07,upgraded,12.5,
1557,979,2,2026-03-07,,active,15,
1558,980,4,2025-06-12,2025-08-23,upgraded,49,
1559,980,5,2025-08-23,2025-12-03,canceled,40.83,Missing features
1560,981,1,2026-05-26,2026-06-28,canceled,0,Switched to competitor
1561,982,4,2025-08-03,,active,49,
1562,983,2,2024-11-17,2024-12-16,canceled,15,No longer needed
1563,984,1,2025-04-29,,active,0,
1564,985,4,2025-02-22,2025-04-18,upgraded,49,
1565,985,3,2025-04-18,2025-06-03,upgraded,12.5,
1566,985,1,2025-06-03,,active,0,
1567,986,3,2025-04-05,,active,12.5,
1568,987,4,2024-10-24,2025-01-04,upgraded,49,
1569,987,6,2025-01-04,2025-04-24,downgraded,199,
1570,987,7,2025-04-24,,active,165.83,
1571,988,1,2025-10-19,,active,0,
1572,989,1,2025-02-15,2025-03-11,upgraded,0,
1573,989,2,2025-03-11,,active,15,
1574,990,1,2025-07-12,2025-10-25,upgraded,0,
1575,990,5,2025-10-25,2026-01-22,upgraded,40.83,
1576,990,7,2026-01-22,2026-06-26,canceled,165.83,Missing features
1577,991,2,2025-04-29,2025-05-25,canceled,15,No longer needed
1578,992,1,2024-10-07,2024-12-05,upgraded,0,
1579,992,3,2024-12-05,2025-03-17,upgraded,12.5,
1580,992,6,2025-03-17,2025-04-15,downgraded,199,
1581,992,3,2025-04-15,,active,12.5,
1582,993,2,2025-03-14,2026-06-05,canceled,15,Missing features
1583,994,1,2025-12-10,2026-03-02,upgraded,0,
1584,994,3,2026-03-02,,active,12.5,
1585,995,3,2025-11-11,,active,12.5,
1586,996,3,2026-06-04,,active,12.5,
1587,997,2,2024-04-09,2024-06-10,upgraded,15,
1588,997,5,2024-06-10,,active,40.83,
1589,998,1,2024-07-14,2024-11-11,upgraded,0,
1590,998,7,2024-11-11,,active,165.83,
1591,999,4,2025-10-26,,active,49,
1592,1000,1,2025-03-14,2025-06-30,upgraded,0,
1593,1000,3,2025-06-30,2025-10-03,upgraded,12.5,
1594,1000,1,2025-10-03,,active,0,
1595,1001,3,2026-05-27,2026-06-24,upgraded,12.5,
1596,1001,4,2026-06-24,2026-06-30,upgraded,49,
1597,1002,1,2025-07-11,2025-10-28,upgraded,0,
1598,1002,3,2025-10-28,,active,12.5,
1599,1003,4,2025-01-25,2025-03-13,upgraded,49,
1600,1003,6,2025-03-13,,active,199,
1601,1004,4,2025-06-03,2025-07-01,upgraded,49,
1602,1004,6,2025-07-01,2025-08-08,downgraded,199,
1603,1004,5,2025-08-08,,active,40.83,
1604,1005,1,2024-01-16,2024-03-21,upgraded,0,
1605,1005,3,2024-03-21,,active,12.5,
1606,1006,1,2025-07-23,2026-05-23,canceled,0,Switched to competitor
1607,1007,1,2025-02-16,,active,0,
1608,1008,3,2026-05-13,2026-05-29,upgraded,12.5,
1609,1008,7,2026-05-29,,active,165.83,
